Message	Time	Device_id	Payload	Latitude	Longitude	Altitude	Precision Dop	CPU VCC (volt)	CPU Temp (deg C)	Time to fix (sec)	extra value 2
"{""arduino_VCC"":4.28,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":7,""gps_lat"":52.63828531731875,""gps_lng"":4.749988600611005,""gps_prec"":2.7,""payload"":""ca dd 3 83 60 b5 0 7 1b / d6 7c 6d"",""raw"":""yt0Dg2C1AAcb1nxt"",""time"":""2017-03-09T12:54:05.800799128Z"",""time_to_fix"":305"	3/9/2017 12:54	ballon	ca dd 3 83 60 b5 0 7 1b / d6 7c 6d	52.63828532	4.749988601	7	2.7	4.28	24	305	
"{""arduino_VCC"":4.28,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":7,""gps_lat"":52.63828531731875,""gps_lng"":4.749988600611005,""gps_prec"":2.7,""payload"":""ca dd 3 83 60 b5 0 7 1b / d6 7c 6d"",""raw"":""yt0Dg2C1AAcb1nxt"",""time"":""2017-03-09T12:59:17.883769724Z"",""time_to_fix"":305"	3/9/2017 12:59	ballon	ca dd 3 83 60 b5 0 7 1b / d6 7c 6d	52.63828532	4.749988601	7	2.7	4.28	24	305	
"{""arduino_VCC"":4.26,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":8,""gps_lat"":52.638521351726126,""gps_lng"":4.749795481550393,""gps_prec"":6.9,""payload"":""ca dd 19 83 60 ac 0 8 45 / d5 7c 3c"",""raw"":""yt0Zg2CsAAhF1Xw8"",""time"":""2017-03-09T13:00:24.608453338Z"",""time_to_fix"":60"	3/9/2017 13:00	ballon	ca dd 19 83 60 ac 0 8 45 / d5 7c 3c	52.63852135	4.749795482	8	6.9	4.26	24	60	
"{""arduino_VCC"":4.28,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":0,""gps_lat"":52.63858572474632,""gps_lng"":4.749666735510004,""gps_prec"":6.2,""payload"":""ca dd 1f 83 60 a6 0 0 3e / d6 7c 4d"",""raw"":""yt0fg2CmAAA+1nxN"",""time"":""2017-03-09T13:03:50.567634682Z"",""time_to_fix"":145"	3/9/2017 13:03	ballon	ca dd 1f 83 60 a6 0 0 3e / d6 7c 4d	52.63858572	4.749666736	0	6.2	4.28	24	145	
"{""arduino_VCC"":4.28,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":0,""gps_lat"":52.638521351726126,""gps_lng"":4.749537989469616,""gps_prec"":5.3,""payload"":""ca dd 19 83 60 a0 0 0 35 / d6 7c 2d"",""raw"":""yt0Zg2CgAAA11nwt"",""time"":""2017-03-09T13:04:41.736034502Z"",""time_to_fix"":45"	3/9/2017 13:04	ballon	ca dd 19 83 60 a0 0 0 35 / d6 7c 2d	52.63852135	4.749537989	0	5.3	4.28	24	45	
"{""arduino_VCC"":4.26,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":0,""gps_lat"":52.638521351726126,""gps_lng"":4.749537989469616,""gps_prec"":5.3,""payload"":""ca dd 19 83 60 a0 0 0 35 / d5 7c 6d"",""raw"":""yt0Zg2CgAAA11Xxt"",""time"":""2017-03-09T13:11:03.907326066Z"",""time_to_fix"":305"	3/9/2017 13:11	ballon	ca dd 19 83 60 a0 0 0 35 / d5 7c 6d	52.63852135	4.749537989	0	5.3	4.26	24	305	
"{""arduino_VCC"":4.26,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":0,""gps_lat"":52.638521351726126,""gps_lng"":4.749537989469616,""gps_prec"":5.3,""payload"":""ca dd 19 83 60 a0 0 0 35 / d5 7c 6d"",""raw"":""yt0Zg2CgAAA11Xxt"",""time"":""2017-03-09T13:16:15.3392722Z"",""time_to_fix"":305"	3/9/2017 13:16	ballon	ca dd 19 83 60 a0 0 0 35 / d5 7c 6d	52.63852135	4.749537989	0	5.3	4.26	24	305	
"{""arduino_VCC"":4.28,""arduino_temp"":25,""device_id"":""ballon"",""gps_alt"":0,""gps_lat"":52.638521351726126,""gps_lng"":4.749537989469616,""gps_prec"":5.3,""payload"":""ca dd 19 83 60 a0 0 0 35 / d6 7d 6d"",""raw"":""yt0Zg2CgAAA11n1t"",""time"":""2017-03-09T13:21:26.580943725Z"",""time_to_fix"":305"	3/9/2017 13:21	ballon	ca dd 19 83 60 a0 0 0 35 / d6 7d 6d	52.63852135	4.749537989	0	5.3	4.28	25	305	
"{""arduino_VCC"":4.16,""arduino_temp"":25,""device_id"":""ballon"",""gps_alt"":371,""gps_lat"":52.63858572474632,""gps_lng"":4.752134367950816,""gps_prec"":3.7,""payload"":""ca dd 1f 83 61 19 1 73 25 / d0 7d 44"",""raw"":""yt0fg2EZAXMl0H1E"",""time"":""2017-03-09T13:23:13.883280584Z"",""time_to_fix"":100"	3/9/2017 13:23	ballon	ca dd 1f 83 61 19 1 73 25 / d0 7d 44	52.63858572	4.752134368	371	3.7	4.16	25	100	
"{""arduino_VCC"":4.2,""arduino_temp"":26,""device_id"":""ballon"",""gps_alt"":422,""gps_lat"":52.63866082660323,""gps_lng"":4.752327487011371,""gps_prec"":2,""payload"":""ca dd 26 83 61 22 1 a6 14 / d2 7e 1e"",""raw"":""yt0mg2EiAaYU0n4e"",""time"":""2017-03-09T13:24:04.875099483Z"",""time_to_fix"":30"	3/9/2017 13:24	ballon	ca dd 26 83 61 22 1 a6 14 / d2 7e 1e	52.63866083	4.752327487	422	2	4.2	26	30	
"{""arduino_VCC"":4.2,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":342,""gps_lat"":52.637620129443405,""gps_lng"":4.75211291027739,""gps_prec"":5.3,""payload"":""ca dc c5 83 61 18 1 56 35 / d2 7c 3e"",""raw"":""ytzFg2EYAVY10nw+"",""time"":""2017-03-09T13:26:46.489272893Z"",""time_to_fix"":70"	3/9/2017 13:26	ballon	ca dc c5 83 61 18 1 56 35 / d2 7c 3e	52.63762013	4.75211291	342	5.3	4.2	24	70	
"{""arduino_VCC"":4.2,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":17,""gps_lat"":52.638253130808664,""gps_lng"":4.749774023877023,""gps_prec"":1.5,""payload"":""ca dd 0 83 60 ab 0 11 f / d2 7c 37"",""raw"":""yt0Ag2CrABEP0nw3"",""time"":""2017-03-09T13:28:32.63112452Z"",""time_to_fix"":55"	3/9/2017 13:28	ballon	ca dd 0 83 60 ab 0 11 f / d2 7c 37	52.63825313	4.749774024	17	1.5	4.2	24	55	
"{""arduino_VCC"":4.2,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":32,""gps_lat"":52.63813511360496,""gps_lng"":4.749881312243986,""gps_prec"":3.3,""payload"":""ca dc f5 83 60 b0 0 20 21 / d2 7c 43"",""raw"":""ytz1g2CwACAh0nxD"",""time"":""2017-03-09T13:31:13.022309541Z"",""time_to_fix"":95"	3/9/2017 13:31	ballon	ca dc f5 83 60 b0 0 20 21 / d2 7c 43	52.63813511	4.749881312	32	3.3	4.2	24	95	
"{""arduino_VCC"":4.18,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":6,""gps_lat"":52.63848916521604,""gps_lng"":4.749859854570616,""gps_prec"":1.5,""payload"":""ca dd 16 83 60 af 0 6 f / d1 7c 1e"",""raw"":""yt0Wg2CvAAYP0Xwe"",""time"":""2017-03-09T13:32:08.910598212Z"",""time_to_fix"":30"	3/9/2017 13:32	ballon	ca dd 16 83 60 af 0 6 f / d1 7c 1e	52.63848917	4.749859855	6	1.5	4.18	24	30	
"{""arduino_VCC"":4.2,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":6,""gps_lat"":52.63848916521604,""gps_lng"":4.749859854570616,""gps_prec"":1.5,""payload"":""ca dd 16 83 60 af 0 6 f / d2 7c 6d"",""raw"":""yt0Wg2CvAAYP0nxt"",""time"":""2017-03-09T13:38:45.516347118Z"",""time_to_fix"":305"	3/9/2017 13:38	ballon	ca dd 16 83 60 af 0 6 f / d2 7c 6d	52.63848917	4.749859855	6	1.5	4.2	24	305	
"{""arduino_VCC"":4.2,""arduino_temp"":24,""device_id"":""ballon"",""gps_alt"":5,""gps_lat"":52.63832823266554,""gps_lng"":4.749688193183431,""gps_prec"":3,""payload"":""ca dd 7 83 60 a7 0 5 1e / d2 7c 32"",""raw"":""yt0Hg2CnAAUe0nwy"",""time"":""2017-03-09T13:39:41.457400323Z"",""time_to_fix"":50"	3/9/2017 13:39	ballon	ca dd 7 83 60 a7 0 5 1e / d2 7c 32	52.63832823	4.749688193	5	3	4.2	24	50	
"{""arduino_VCC"":4.2,""arduino_temp"":20,""device_id"":""ballon"",""gps_alt"":15,""gps_lat"":52.63826385964535,""gps_lng"":4.749774023877023,""gps_prec"":1.5,""payload"":""ca dd 1 83 60 ab 0 f f / d2 78 f"",""raw"":""yt0Bg2CrAA8P0ngP"",""time"":""2017-03-09T13:41:07.456317964Z"",""time_to_fix"":15"	3/9/2017 13:41	ballon	ca dd 1 83 60 ab 0 f f / d2 78 f	52.63826386	4.749774024	15	1.5	4.2	20	15	
"{""arduino_VCC"":4.2,""arduino_temp"":20,""device_id"":""ballon"",""gps_alt"":15,""gps_lat"":52.63826385964535,""gps_lng"":4.749259039715469,""gps_prec"":1.5,""payload"":""ca dd 1 83 60 93 0 f f / d2 78 a"",""raw"":""yt0Bg2CTAA8P0ngK"",""time"":""2017-03-09T13:43:03.341374Z"",""time_to_fix"":10"	3/9/2017 13:43	ballon	ca dd 1 83 60 93 0 f f / d2 78 a	52.63826386	4.74925904	15	1.5	4.2	20	10	
"{""arduino_VCC"":4.2,""arduino_temp"":20,""device_id"":""ballon"",""gps_alt"":221,""gps_lat"":52.63406888449603,""gps_lng"":4.765802905905389,""gps_prec"":1.5,""payload"":""ca db 7a 83 63 96 0 dd f / d2 78 a"",""raw"":""ytt6g2OWAN0P0ngK"",""time"":""2017-03-09T13:45:04.453040562Z"",""time_to_fix"":10"	3/9/2017 13:45	ballon	ca db 7a 83 63 96 0 dd f / d2 78 a	52.63406888	4.765802906	221	1.5	4.2	20	10	
"{""arduino_VCC"":4.2,""arduino_temp"":19,""device_id"":""ballon"",""gps_alt"":534,""gps_lat"":52.62271777526843,""gps_lng"":4.800800371217747,""gps_prec"":1.6,""payload"":""ca d7 58 83 69 f5 2 16 10 / d2 77 f"",""raw"":""ytdYg2n1AhYQ0ncP"",""time"":""2017-03-09T13:47:09.990892637Z"",""time_to_fix"":15"	3/9/2017 13:47	ballon	ca d7 58 83 69 f5 2 16 10 / d2 77 f	52.62271778	4.800800371	534	1.6	4.2	19	15	
"{""arduino_VCC"":4.2,""arduino_temp"":17,""device_id"":""ballon"",""gps_alt"":955,""gps_lat"":52.605980790017895,""gps_lng"":4.838544418725007,""gps_prec"":1.6,""payload"":""ca d1 40 83 70 d4 3 bb 10 / d2 75 37"",""raw"":""ytFAg3DUA7sQ0nU3"",""time"":""2017-03-09T13:49:50.995700921Z"",""time_to_fix"":55"	3/9/2017 13:49	ballon	ca d1 40 83 70 d4 3 bb 10 / d2 75 37	52.60598079	4.838544419	955	1.6	4.2	17	55	
"{""arduino_VCC"":4.2,""arduino_temp"":17,""device_id"":""ballon"",""gps_alt"":955,""gps_lat"":52.605980790017895,""gps_lng"":4.838544418725007,""gps_prec"":1.6,""payload"":""ca d1 40 83 70 d4 3 bb 10 / d2 75 37"",""raw"":""ytFAg3DUA7sQ0nU3"",""time"":""2017-03-09T13:49:51.607900585Z"",""time_to_fix"":55"	3/9/2017 13:49	ballon	ca d1 40 83 70 d4 3 bb 10 / d2 75 37	52.60598079	4.838544419	955	1.6	4.2	17	55	
"{""arduino_VCC"":4.2,""arduino_temp"":17,""device_id"":""ballon"",""gps_alt"":1184,""gps_lat"":52.597837602963295,""gps_lng"":4.856440118339037,""gps_prec"":1.9,""payload"":""ca ce 49 83 74 16 4 a0 13 / d2 75 a"",""raw"":""ys5Jg3QWBKAT0nUK"",""time"":""2017-03-09T13:51:06.919499092Z"",""time_to_fix"":10"	3/9/2017 13:51	ballon	ca ce 49 83 74 16 4 a0 13 / d2 75 a	52.5978376	4.856440118	1184	1.9	4.2	17	10	
"{""arduino_VCC"":4.2,""arduino_temp"":17,""device_id"":""ballon"",""gps_alt"":1184,""gps_lat"":52.597837602963295,""gps_lng"":4.856440118339037,""gps_prec"":1.9,""payload"":""ca ce 49 83 74 16 4 a0 13 / d2 75 a"",""raw"":""ys5Jg3QWBKAT0nUK"",""time"":""2017-03-09T13:51:07.733643679Z"",""time_to_fix"":10"	3/9/2017 13:51	ballon	ca ce 49 83 74 16 4 a0 13 / d2 75 a	52.5978376	4.856440118	1184	1.9	4.2	17	10	
"{""arduino_VCC"":4.18,""arduino_temp"":15,""device_id"":""ballon"",""gps_alt"":1504,""gps_lat"":52.58921161825725,""gps_lng"":4.885064654652126,""gps_prec"":1.6,""payload"":""ca cb 25 83 79 4c 5 e0 10 / d1 73 a"",""raw"":""ysslg3lMBeAQ0XMK"",""time"":""2017-03-09T13:53:08.261541082Z"",""time_to_fix"":10"	3/9/2017 13:53	ballon	ca cb 25 83 79 4c 5 e0 10 / d1 73 a	52.58921162	4.885064655	1504	1.6	4.18	15	10	
"{""arduino_VCC"":4.18,""arduino_temp"":15,""device_id"":""ballon"",""gps_alt"":1504,""gps_lat"":52.58921161825725,""gps_lng"":4.885064654652126,""gps_prec"":1.6,""payload"":""ca cb 25 83 79 4c 5 e0 10 / d1 73 a"",""raw"":""ysslg3lMBeAQ0XMK"",""time"":""2017-03-09T13:53:08.857955869Z"",""time_to_fix"":10"	3/9/2017 13:53	ballon	ca cb 25 83 79 4c 5 e0 10 / d1 73 a	52.58921162	4.885064655	1504	1.6	4.18	15	10	
"{""arduino_VCC"":4.18,""arduino_temp"":15,""device_id"":""ballon"",""gps_alt"":1504,""gps_lat"":52.58921161825725,""gps_lng"":4.885064654652126,""gps_prec"":1.6,""payload"":""ca cb 25 83 79 4c 5 e0 10 / d1 73 a"",""raw"":""ysslg3lMBeAQ0XMK"",""time"":""2017-03-09T13:53:11.487063309Z"",""time_to_fix"":10"	3/9/2017 13:53	ballon	ca cb 25 83 79 4c 5 e0 10 / d1 73 a	52.58921162	4.885064655	1504	1.6	4.18	15	10	
"{""arduino_VCC"":4.18,""arduino_temp"":15,""device_id"":""ballon"",""gps_alt"":1872,""gps_lat"":52.58088604097878,""gps_lng"":4.913732106312011,""gps_prec"":1.6,""payload"":""ca c8 1d 83 7e 84 7 50 10 / d1 73 a"",""raw"":""ysgdg36EB1AQ0XMK"",""time"":""2017-03-09T13:55:08.76988078Z"",""time_to_fix"":10"	3/9/2017 13:55	ballon	ca c8 1d 83 7e 84 7 50 10 / d1 73 a	52.58088604	4.913732106	1872	1.6	4.18	15	10	
"{""arduino_VCC"":4.18,""arduino_temp"":13,""device_id"":""ballon"",""gps_alt"":2289,""gps_lat"":52.57023230613663,""gps_lng"":4.952785071896585,""gps_prec"":2.3,""payload"":""ca c4 3c 83 85 a0 8 f1 17 / d1 71 19"",""raw"":""ysQ8g4WgCPEX0XEZ"",""time"":""2017-03-09T13:57:24.47440885Z"",""time_to_fix"":25"	3/9/2017 13:57	ballon	ca c4 3c 83 85 a0 8 f1 17 / d1 71 19	52.57023231	4.952785072	2289	2.3	4.18	13	25	
"{""arduino_VCC"":4.18,""arduino_temp"":13,""device_id"":""ballon"",""gps_alt"":2289,""gps_lat"":52.57023230613663,""gps_lng"":4.952785071896585,""gps_prec"":2.3,""payload"":""ca c4 3c 83 85 a0 8 f1 17 / d1 71 19"",""raw"":""ysQ8g4WgCPEX0XEZ"",""time"":""2017-03-09T13:57:25.057971687Z"",""time_to_fix"":25"	3/9/2017 13:57	ballon	ca c4 3c 83 85 a0 8 f1 17 / d1 71 19	52.57023231	4.952785072	2289	2.3	4.18	13	25	
"{""arduino_VCC"":4.18,""arduino_temp"":12,""device_id"":""ballon"",""gps_alt"":2597,""gps_lat"":52.55861297599154,""gps_lng"":4.984456597832207,""gps_prec"":1.6,""payload"":""ca c0 1 83 8b 64 a 25 10 / d1 70 a"",""raw"":""ysABg4tkCiUQ0XAK"",""time"":""2017-03-09T13:59:10.465527061Z"",""time_to_fix"":10"	3/9/2017 13:59	ballon	ca c0 1 83 8b 64 a 25 10 / d1 70 a	52.55861298	4.984456598	2597	1.6	4.18	12	10	
"{""arduino_VCC"":4.18,""arduino_temp"":12,""device_id"":""ballon"",""gps_alt"":2597,""gps_lat"":52.55861297599154,""gps_lng"":4.984456597832207,""gps_prec"":1.6,""payload"":""ca c0 1 83 8b 64 a 25 10 / d1 70 a"",""raw"":""ysABg4tkCiUQ0XAK"",""time"":""2017-03-09T13:59:11.224875885Z"",""time_to_fix"":10"	3/9/2017 13:59	ballon	ca c0 1 83 8b 64 a 25 10 / d1 70 a	52.55861298	4.984456598	2597	1.6	4.18	12	10	
"{""arduino_VCC"":4.16,""arduino_temp"":9,""device_id"":""ballon"",""gps_alt"":2955,""gps_lat"":52.5442148771414,""gps_lng"":5.023187698315837,""gps_prec"":1.6,""payload"":""ca ba c3 83 92 71 b 8b 10 / d0 6d f"",""raw"":""yrrDg5JxC4sQ0G0P"",""time"":""2017-03-09T14:01:16.006809347Z"",""time_to_fix"":15"	3/9/2017 14:01	ballon	ca ba c3 83 92 71 b 8b 10 / d0 6d f	52.54421488	5.023187698	2955	1.6	4.16	9	15	
"{""arduino_VCC"":4.16,""arduino_temp"":9,""device_id"":""ballon"",""gps_alt"":2955,""gps_lat"":52.5442148771414,""gps_lng"":5.023187698315837,""gps_prec"":1.6,""payload"":""ca ba c3 83 92 71 b 8b 10 / d0 6d f"",""raw"":""yrrDg5JxC4sQ0G0P"",""time"":""2017-03-09T14:01:20.104432759Z"",""time_to_fix"":15"	3/9/2017 14:01	ballon	ca ba c3 83 92 71 b 8b 10 / d0 6d f	52.54421488	5.023187698	2955	1.6	4.16	9	15	
"{""arduino_VCC"":4.16,""arduino_temp"":8,""device_id"":""ballon"",""gps_alt"":3357,""gps_lat"":52.52992406665825,""gps_lng"":5.066532198580035,""gps_prec"":1.8,""payload"":""ca b5 8f 83 9a 55 d 1d 12 / d0 6c 14"",""raw"":""yrWPg5pVDR0S0GwU"",""time"":""2017-03-09T14:03:21.992000892Z"",""time_to_fix"":20"	3/9/2017 14:03	ballon	ca b5 8f 83 9a 55 d 1d 12 / d0 6c 14	52.52992407	5.066532199	3357	1.8	4.16	8	20	
"{""arduino_VCC"":4.16,""arduino_temp"":6,""device_id"":""ballon"",""gps_alt"":3674,""gps_lat"":52.51539722176773,""gps_lng"":5.109747952803843,""gps_prec"":1.6,""payload"":""ca b0 45 83 a2 33 e 5a 10 / d0 6a a"",""raw"":""yrBFg6IzDloQ0GoK"",""time"":""2017-03-09T14:05:13.48804837Z"",""time_to_fix"":10"	3/9/2017 14:05	ballon	ca b0 45 83 a2 33 e 5a 10 / d0 6a a	52.51539722	5.109747953	3674	1.6	4.16	6	10	
"{""arduino_VCC"":4.16,""arduino_temp"":6,""device_id"":""ballon"",""gps_alt"":3674,""gps_lat"":52.51539722176773,""gps_lng"":5.109747952803843,""gps_prec"":1.6,""payload"":""ca b0 45 83 a2 33 e 5a 10 / d0 6a a"",""raw"":""yrBFg6IzDloQ0GoK"",""time"":""2017-03-09T14:05:14.145286647Z"",""time_to_fix"":10"	3/9/2017 14:05	ballon	ca b0 45 83 a2 33 e 5a 10 / d0 6a a	52.51539722	5.109747953	3674	1.6	4.16	6	10	
"{""arduino_VCC"":4.14,""arduino_temp"":4,""device_id"":""ballon"",""gps_alt"":4054,""gps_lat"":52.49669685940128,""gps_lng"":5.160903046184956,""gps_prec"":1.6,""payload"":""ca a9 76 83 ab 83 f d6 10 / cf 68 14"",""raw"":""yql2g6uDD9YQz2gU"",""time"":""2017-03-09T14:07:24.358457698Z"",""time_to_fix"":20"	3/9/2017 14:07	ballon	ca a9 76 83 ab 83 f d6 10 / cf 68 14	52.49669686	5.160903046	4054	1.6	4.14	4	20	
"{""arduino_VCC"":4.14,""arduino_temp"":4,""device_id"":""ballon"",""gps_alt"":4054,""gps_lat"":52.49669685940128,""gps_lng"":5.160903046184956,""gps_prec"":1.6,""payload"":""ca a9 76 83 ab 83 f d6 10 / cf 68 14"",""raw"":""yql2g6uDD9YQz2gU"",""time"":""2017-03-09T14:07:24.949320471Z"",""time_to_fix"":20"	3/9/2017 14:07	ballon	ca a9 76 83 ab 83 f d6 10 / cf 68 14	52.49669686	5.160903046	4054	1.6	4.14	4	20	
"{""arduino_VCC"":4.14,""arduino_temp"":2,""device_id"":""ballon"",""gps_alt"":4421,""gps_lat"":52.47778192030083,""gps_lng"":5.210041118266645,""gps_prec"":1.6,""payload"":""ca a2 93 83 b4 75 11 45 10 / cf 66 f"",""raw"":""yqKTg7R1EUUQz2YP"",""time"":""2017-03-09T14:09:20.025325555Z"",""time_to_fix"":15"	3/9/2017 14:09	ballon	ca a2 93 83 b4 75 11 45 10 / cf 66 f	52.47778192	5.210041118	4421	1.6	4.14	2	15	
"{""arduino_VCC"":4.14,""arduino_temp"":1,""device_id"":""ballon"",""gps_alt"":3973,""gps_lat"":52.44989767371999,""gps_lng"":5.273427085484684,""gps_prec"":13.5,""payload"":""ca 98 6c 83 bf ff f 85 87 / cf 65 14"",""raw"":""yphsg7//D4WHz2UU"",""time"":""2017-03-09T14:11:26.400272625Z"",""time_to_fix"":20"	3/9/2017 14:11	ballon	ca 98 6c 83 bf ff f 85 87 / cf 65 14	52.44989767	5.273427085	3973	13.5	4.14	1	20	
"{""arduino_VCC"":4.14,""arduino_temp"":1,""device_id"":""ballon"",""gps_alt"":3973,""gps_lat"":52.44989767371999,""gps_lng"":5.273427085484684,""gps_prec"":13.5,""payload"":""ca 98 6c 83 bf ff f 85 87 / cf 65 14"",""raw"":""yphsg7//D4WHz2UU"",""time"":""2017-03-09T14:11:27.073973115Z"",""time_to_fix"":20"	3/9/2017 14:11	ballon	ca 98 6c 83 bf ff f 85 87 / cf 65 14	52.44989767	5.273427085	3973	13.5	4.14	1	20	
"{""arduino_VCC"":4.12,""arduino_temp"":-1,""device_id"":""ballon"",""gps_alt"":5132,""gps_lat"":52.432731535001494,""gps_lng"":5.325783808576091,""gps_prec"":1.3,""payload"":""ca 92 2c 83 c9 87 14 c d / ce 63 a"",""raw"":""ypIsg8mHFAwNzmMK"",""time"":""2017-03-09T14:13:16.954656452Z"",""time_to_fix"":10"	3/9/2017 14:13	ballon	ca 92 2c 83 c9 87 14 c d / ce 63 a	52.43273154	5.325783809	5132	1.3	4.12	-1	10	
"{""arduino_VCC"":4.12,""arduino_temp"":-1,""device_id"":""ballon"",""gps_alt"":5132,""gps_lat"":52.432731535001494,""gps_lng"":5.325783808576091,""gps_prec"":1.3,""payload"":""ca 92 2c 83 c9 87 14 c d / ce 63 a"",""raw"":""ypIsg8mHFAwNzmMK"",""time"":""2017-03-09T14:13:17.601713274Z"",""time_to_fix"":10"	3/9/2017 14:13	ballon	ca 92 2c 83 c9 87 14 c d / ce 63 a	52.43273154	5.325783809	5132	1.3	4.12	-1	10	
"{""arduino_VCC"":4.14,""arduino_temp"":-3,""device_id"":""ballon"",""gps_alt"":5493,""gps_lat"":52.40480437307383,""gps_lng"":5.400499427348336,""gps_prec"":1.3,""payload"":""ca 88 1 83 d7 21 15 75 d / cf 61 a"",""raw"":""yogBg9chFXUNz2EK"",""time"":""2017-03-09T14:15:18.204965947Z"",""time_to_fix"":10"	3/9/2017 14:15	ballon	ca 88 1 83 d7 21 15 75 d / cf 61 a	52.40480437	5.400499427	5493	1.3	4.14	-3	10	
"{""arduino_VCC"":4.14,""arduino_temp"":-3,""device_id"":""ballon"",""gps_alt"":5493,""gps_lat"":52.40480437307383,""gps_lng"":5.400499427348336,""gps_prec"":1.3,""payload"":""ca 88 1 83 d7 21 15 75 d / cf 61 a"",""raw"":""yogBg9chFXUNz2EK"",""time"":""2017-03-09T14:15:18.994538707Z"",""time_to_fix"":10"	3/9/2017 14:15	ballon	ca 88 1 83 d7 21 15 75 d / cf 61 a	52.40480437	5.400499427	5493	1.3	4.14	-3	10	
"{""arduino_VCC"":4.14,""arduino_temp"":-3,""device_id"":""ballon"",""gps_alt"":5901,""gps_lat"":52.37998857378892,""gps_lng"":5.485364525637863,""gps_prec"":1.3,""payload"":""ca 7e f8 83 e6 94 17 d d / cf 61 f"",""raw"":""yn74g+aUFw0Nz2EP"",""time"":""2017-03-09T14:17:23.653555491Z"",""time_to_fix"":15"	3/9/2017 14:17	ballon	ca 7e f8 83 e6 94 17 d d / cf 61 f	52.37998857	5.485364526	5901	1.3	4.14	-3	15	
"{""arduino_VCC"":4.06,""arduino_temp"":-7,""device_id"":""ballon"",""gps_alt"":5901,""gps_lat"":52.37998857378892,""gps_lng"":5.485364525637863,""gps_prec"":1.3,""payload"":""ca 7e f8 83 e6 94 17 d d / cb 5d 6d"",""raw"":""yn74g+aUFw0Ny11t"",""time"":""2017-03-09T14:24:15.059480119Z"",""time_to_fix"":305"	3/9/2017 14:24	ballon	ca 7e f8 83 e6 94 17 d d / cb 5d 6d	52.37998857	5.485364526	5901	1.3	4.06	-7	305	
"{""arduino_VCC"":4.06,""arduino_temp"":-7,""device_id"":""ballon"",""gps_alt"":5901,""gps_lat"":52.37998857378892,""gps_lng"":5.485364525637863,""gps_prec"":1.3,""payload"":""ca 7e f8 83 e6 94 17 d d / cb 5d 6d"",""raw"":""yn74g+aUFw0Ny11t"",""time"":""2017-03-09T14:24:15.930799074Z"",""time_to_fix"":305"	3/9/2017 14:24	ballon	ca 7e f8 83 e6 94 17 d d / cb 5d 6d	52.37998857	5.485364526	5901	1.3	4.06	-7	305	
"{""arduino_VCC"":4.02,""arduino_temp"":-9,""device_id"":""ballon"",""gps_alt"":5901,""gps_lat"":52.37998857378892,""gps_lng"":5.485364525637863,""gps_prec"":1.3,""payload"":""ca 7e f8 83 e6 94 17 d d / c9 5b 6d"",""raw"":""yn74g+aUFw0NyVtt"",""time"":""2017-03-09T14:29:28.590443947Z"",""time_to_fix"":305}]
"	3/9/2017 14:29	ballon	ca 7e f8 83 e6 94 17 d d / c9 5b 6d	52.37998857	5.485364526	5901	1.3	4.02	-9	305	
